40.73355|-74.07372|101|38 Logan Ave Jersey City NJ|2015-12-10T10:45:20
40.6901|-74.08863|102|13 Linden Ave E Jersey City NJ|2015-12-10T10:45:28
40.73232|-74.08933|103|480 Duncan Ave Jersey City NJ|2015-12-10T10:22:36
40.68803|-74.0921|104|212 Princeton Ave Jersey City NJ|2015-12-03T09:34:04
40.68927|-74.08955|106|New Jersey Tpke Ext Jersey City NJ|2015-12-10T10:10:06
40.68783|-74.09208|107|198 Princeton Ave Jersey City NJ|2015-12-10T10:02:07
40.6878|-74.09205|108|198 Princeton Ave Jersey City NJ|2015-12-10T09:41:23
40.86248|-74.06545|109|375 RT-17 S Hasbrouck Heights NJ|2015-01-23T12:14:47
40.71487|-74.12752|110|604 Doremus Ave Newark NJ|2015-12-10T10:45:38
40.69538|-74.09175|113|201 Ocean Ave Jersey City NJ|2015-12-10T10:43:03
40.76045|-74.05093|114|Tonnelle Ave North Bergen NJ|2015-12-10T10:45:32
40.71405|-74.08305|115|2199 John F Kennedy Blvd Jersey City NJ|2015-12-10T10:45:27
40.6891|-74.08998|116|Princeton Ave Jersey City NJ|2015-12-10T10:10:27
40.68927|-74.0898|5016|Unknown Address Jersey City NJ|2015-01-27T10:29:38
40.70033|-74.09092|510|24 McAdoo Ave Jersey City NJ|2015-12-10T10:45:23
40.69037|-74.08953|511|308 Princeton Ave Jersey City NJ|2015-12-07T13:46:01
40.73518|-74.06982|512|137 Corbin Ave Jersey City NJ|2015-12-08T17:43:08
40.68865|-74.0903|513|New Jersey Tpke Ext Jersey City NJ|2015-12-04T14:13:12
40.6887|-74.08913|514|New Jersey Tpke Ext Jersey City NJ|2015-12-09T14:54:42
40.73947|-74.05383|518|138 Central Ave Jersey City NJ|2015-12-10T10:23:31
40.68892|-74.09025|519|Princeton Ave Jersey City NJ|2015-12-10T10:17:43
40.68762|-74.09085|520|New Jersey Tpke Ext Jersey City NJ|2015-10-31T11:26:45
40.74892|-74.05662|530|26 Columbia Ave Jersey City NJ|2015-12-10T09:52:01
40.68862|-74.08993|531|New Jersey Tpke Ext Jersey City NJ|2015-12-09T17:16:23
40.70572|-74.07325|532|770 Garfield Ave Jersey City NJ|2015-12-10T10:37:43
40.73267|-74.05925|534|Central Ave Jersey City NJ|2015-12-10T10:45:11
40.6888|-74.09025|535|Princeton Ave Jersey City NJ|2015-11-25T13:02:02
40.68922|-74.08983|536|Princeton Ave Jersey City NJ|2015-12-09T15:53:22
40.68863|-74.09008|538|New Jersey Tpke Ext Jersey City NJ|2015-12-10T09:40:14
40.7059|-74.18167|539|US-1 Newark NJ|2015-12-10T10:44:56
40.71802|-74.0426|542|8 Mercer St Jersey City NJ|2015-12-10T10:41:53
40.68898|-74.09042|543|258 Princeton Ave Jersey City NJ|2015-08-28T07:37:57
40.70903|-74.08587|544|2054 John F Kennedy Blvd Jersey City NJ|2015-12-10T10:45:09
40.68867|-74.08935|545|New Jersey Tpke Ext Jersey City NJ|2015-12-09T13:22:44
40.72997|-74.07422|547|870 West Side Ave Jersey City NJ|2015-12-10T10:45:35
40.68988|-74.08942|548|290 Princeton Ave Jersey City NJ|2015-12-05T15:22:59
40.70618|-74.0783|549|577 Ocean Ave Jersey City NJ|2015-12-10T09:24:56
40.68763|-74.09112|A-1|New Jersey Tpke Ext Jersey City NJ|2015-11-30T10:00:05
40.68755|-74.09123|A-10|New Jersey Tpke Ext Jersey City NJ|2014-07-29T14:43:19
40.6875|-74.09127|A-11|New Jersey Tpke Ext Jersey City NJ|2015-12-04T09:15:28
