"year","geoid","ZIP_code","title_field","value"
"2013","86000US07310","07310","Female 35 to 39 years",694
"2013","86000US07310","07310","Female 40 to 44 years",285
"2013","86000US07310","07310","Female 45 to 49 years",222
"2013","86000US07310","07310","Female 50 to 54 years",279
"2013","86000US07310","07310","Female 55 to 59 years",184
"2013","86000US07310","07310","Female 60 and 61 years",53
"2013","86000US07310","07310","Female 62 to 64 years",53
"2013","86000US07310","07310","Female 65 and 66 years",0
"2013","86000US07310","07310","Female 67 to 69 years",23
"2013","86000US07310","07310","Female 70 to 74 years",52
"2013","86000US07310","07310","Female 75 to 79 years",28
"2013","86000US07310","07310","Female 80 to 84 years",0
"2013","86000US07310","07310","Female 85 years and over",0
"2013","86000US07310","07310","Total Population in Households",12508
"2013","86000US07310","07310","In family households",7870
"2013","86000US07310","07310","In family households - In married-couple family",6421
"2013","86000US07310","07310","In family households - In married-couple family - Relatives",6421
"2013","86000US07310","07310","In family households - In married-couple family - Nonrelatives",0
"2013","86000US07310","07310","In family households - In male householder, no wife present, family",781
"2013","86000US07310","07310","In family households - In male householder, no wife present, family - Relatives",655
"2013","86000US07310","07310","In family households - In male householder, no wife present, family - Nonrelatives",126
"2013","86000US07310","07310","In family households - In female householder, no husband present, family",668
"2013","86000US07310","07310","In family households - In female householder, no husband present, family - Relatives",647
"2013","86000US07310","07310","In family households - In female householder, no husband present, family - Nonrelatives",21
"2013","86000US07310","07310","In nonfamily households",4638
"2013","86000US07310","07310","Total Population 25 Years and over",10207
"2013","86000US07310","07310","Male Population 25 Years and over",5384
"2013","86000US07310","07310","Male - No schooling completed",0
"2013","86000US07310","07310","Male - Nursery to 4th grade",0
"2013","86000US07310","07310","Male - 5th and 6th grade",17
"2013","86000US07310","07310","Male - 7th and 8th grade",98
"2013","86000US07310","07310","Male - 9th grade",0
"2013","86000US07310","07310","Male - 10th grade",26
"2013","86000US07310","07310","Male - 11th grade",13
"2013","86000US07310","07310","Male - 12th grade, no diploma",10
"2013","86000US07310","07310","Male - High school graduate, GED, or alternative",238
"2013","86000US07310","07310","Male - Some college, less than 1 year",48
"2013","86000US07310","07310","Male - Some college, 1 or more years, no degree",224
"2013","86000US07310","07310","Male - Associate's degree",73
"2013","86000US07310","07310","Male - Bachelor's degree",1805
"2013","86000US07310","07310","Male - Master's degree",2283
"2013","86000US07310","07310","Male - Professional school degree",231
"2013","86000US07310","07310","Male - Doctorate degree",318
"2013","86000US07310","07310","Female Population 25 Years and over",4823
"2013","86000US07310","07310","Female - No schooling completed",0
"2013","86000US07310","07310","Female - Nursery to 4th grade",0
"2013","86000US07310","07310","Female - 5th and 6th grade",11
"2013","86000US07310","07310","Female - 7th and 8th grade",24
"2013","86000US07310","07310","Female - 9th grade",9
"2013","86000US07310","07310","Female - 10th grade",14
"2013","86000US07310","07310","Female - 11th grade",23
"2013","86000US07310","07310","Female - 12th grade, no diploma",11
"2013","86000US07310","07310","Female - High school graduate, GED, or alternative",419
"2013","86000US07310","07310","Female - Some college, less than 1 year",95
"2013","86000US07310","07310","Female - Some college, 1 or more years, no degree",78
"2013","86000US07310","07310","Female - Associate's degree",43
"2013","86000US07310","07310","Female - Bachelor's degree",1583
"2013","86000US07310","07310","Female - Master's degree",2012
"2013","86000US07310","07310","Female - Professional school degree",159
"2013","86000US07310","07310","Female - Doctorate degree",342
"2013","86000US07311","07311","Total Population",435
"2013","86000US07311","07311","Male Population",246
"2013","86000US07311","07311","Male Under 5 years",13
"2013","86000US07311","07311","Male 5 to 9 years",0
"2013","86000US07311","07311","Male 10 to 14 years",0
"2013","86000US07311","07311","Male 15 to 17 years",0
"2013","86000US07311","07311","Male 18 and 19 years",0
"2013","86000US07311","07311","Male 20 years",0
"2013","86000US07311","07311","Male 21 years",17
"2013","86000US07311","07311","Male 22 to 24 years",0
"2013","86000US07311","07311","Male 25 to 29 years",44
"2013","86000US07311","07311","Male 30 to 34 years",82
"2013","86000US07311","07311","Male 35 to 39 years",0
"2013","86000US07311","07311","Male 40 to 44 years",35
"2013","86000US07311","07311","Male 45 to 49 years",20
"2013","86000US07311","07311","Male 50 to 54 years",7
"2013","86000US07311","07311","Male 55 to 59 years",0
"2013","86000US07311","07311","Male 60 and 61 years",21
"2013","86000US07311","07311","Male 62 to 64 years",7
"2013","86000US07311","07311","Male 65 and 66 years",0
"2013","86000US07311","07311","Male 67 to 69 years",0
"2013","86000US07311","07311","Male 70 to 74 years",0
"2013","86000US07311","07311","Male 75 to 79 years",0
"2013","86000US07311","07311","Male 80 to 84 years",0
"2013","86000US07311","07311","Male 85 years and over",0
"2013","86000US07311","07311","Female Population",189
"2013","86000US07311","07311","Female Under 5 years",0
"2013","86000US07311","07311","Female 5 to 9 years",0
"2013","86000US07311","07311","Female 10 to 14 years",0
"2013","86000US07311","07311","Female 15 to 17 years",0
"2013","86000US07311","07311","Female 18 and 19 years",0
"2013","86000US07311","07311","Female 20 years",0
"2013","86000US07311","07311","Female 21 years",0
"2013","86000US07311","07311","Female 22 to 24 years",10
"2013","86000US07311","07311","Female 25 to 29 years",30
"2013","86000US07311","07311","Female 30 to 34 years",88
"2013","86000US07311","07311","Female 35 to 39 years",14
"2013","86000US07311","07311","Female 40 to 44 years",0
"2013","86000US07311","07311","Female 45 to 49 years",15
"2013","86000US07311","07311","Female 50 to 54 years",32
"2013","86000US07311","07311","Female 55 to 59 years",0
"2013","86000US07311","07311","Female 60 and 61 years",0
"2013","86000US07311","07311","Female 62 to 64 years",0
"2013","86000US07311","07311","Female 65 and 66 years",0
"2013","86000US07311","07311","Female 67 to 69 years",0
"2013","86000US07311","07311","Female 70 to 74 years",0
"2013","86000US07311","07311","Female 75 to 79 years",0
"2013","86000US07311","07311","Female 80 to 84 years",0
"2013","86000US07311","07311","Female 85 years and over",0
"2013","86000US07311","07311","Total Population in Households",435
"2013","86000US07311","07311","In family households",243
"2013","86000US07311","07311","In family households - In married-couple family",243
"2013","86000US07311","07311","In family households - In married-couple family - Relatives",243
"2013","86000US07311","07311","In family households - In married-couple family - Nonrelatives",0
"2013","86000US07311","07311","In family households - In male householder, no wife present, family",0
"2013","86000US07311","07311","In family households - In male householder, no wife present, family - Relatives",0
"2013","86000US07311","07311","In family households - In male householder, no wife present, family - Nonrelatives",0
"2013","86000US07311","07311","In family households - In female householder, no husband present, family",0
"2013","86000US07311","07311","In family households - In female householder, no husband present, family - Relatives",0
"2013","86000US07311","07311","In family households - In female householder, no husband present, family - Nonrelatives",0
"2013","86000US07311","07311","In nonfamily households",192
"2013","86000US07311","07311","Total Population 25 Years and over",395
"2013","86000US07311","07311","Male Population 25 Years and over",216
"2013","86000US07311","07311","Male - No schooling completed",0
"2013","86000US07311","07311","Male - Nursery to 4th grade",0
"2013","86000US07311","07311","Male - 5th and 6th grade",0
"2013","86000US07311","07311","Male - 7th and 8th grade",0
"2013","86000US07311","07311","Male - 9th grade",0
"2013","86000US07311","07311","Male - 10th grade",0
"2013","86000US07311","07311","Male - 11th grade",0
"2013","86000US07311","07311","Male - 12th grade, no diploma",0
"2013","86000US07311","07311","Male - High school graduate, GED, or alternative",0
"2013","86000US07311","07311","Male - Some college, less than 1 year",0
"2013","86000US07311","07311","Male - Some college, 1 or more years, no degree",15
"2013","86000US07311","07311","Male - Associate's degree",0
"2013","86000US07311","07311","Male - Bachelor's degree",55
"2013","86000US07311","07311","Male - Master's degree",48
"2013","86000US07311","07311","Male - Professional school degree",46
"2013","86000US07311","07311","Male - Doctorate degree",52
"2013","86000US07311","07311","Female Population 25 Years and over",179
"2013","86000US07311","07311","Female - No schooling completed",0
"2013","86000US07311","07311","Female - Nursery to 4th grade",0
"2013","86000US07311","07311","Female - 5th and 6th grade",0
"2013","86000US07311","07311","Female - 7th and 8th grade",0
"2013","86000US07311","07311","Female - 9th grade",0
"2013","86000US07311","07311","Female - 10th grade",0
"2013","86000US07311","07311","Female - 11th grade",0
"2013","86000US07311","07311","Female - 12th grade, no diploma",0
"2013","86000US07311","07311","Female - High school graduate, GED, or alternative",0
"2013","86000US07311","07311","Female - Some college, less than 1 year",0
"2013","86000US07311","07311","Female - Some college, 1 or more years, no degree",0
"2013","86000US07311","07311","Female - Associate's degree",0
"2013","86000US07311","07311","Female - Bachelor's degree",54
"2013","86000US07311","07311","Female - Master's degree",42
"2013","86000US07311","07311","Female - Professional school degree",37
"2013","86000US07311","07311","Female - Doctorate degree",46
